player_id,player_display_name,team,position,opponent,week,baseline,projected_points,injury_status
00-0039851,Drake Maye,NE,QB,PIT,3,19.680307692307696,24.05758903225807,ACTIVE
00-0039868,Troy Franklin,DEN,WR,LAC,3,13.907058823529413,13.891357305502847,ACTIVE
00-0039875,Ray Davis,BUF,RB,MIA,3,2.657,3.4103666370967747,ACTIVE
00-0039880,Malik Washington,MIA,WR,BUF,3,4.171428571428572,4.67141129032258,ACTIVE
00-0039890,Adonai Mitchell,IND,WR,TEN,3,3.8724705882352946,4.692559924098672,ACTIVE
00-0039893,Brian Thomas Jr.,JAX,WR,HOU,3,10.454117647058824,12.222886907020873,ACTIVE
00-0039894,Xavier Worthy,KC,WR,NYG,3,2.670526315789474,3.378215789473684,QUESTIONABLE
00-0039901,Keon Coleman,BUF,WR,MIA,3,13.75375,11.978240700604838,ACTIVE
00-0039910,Jayden Daniels,WAS,QB,LV,3,19.33,21.36588548387096,QUESTIONABLE
00-0039915,Ladd McConkey,LAC,WR,DEN,3,12.451764705882354,12.040053130929792,QUESTIONABLE
00-0039916,Ricky Pearsall,SF,WR,ARI,3,11.300000000000002,13.091596774193551,ACTIVE
00-0039917,Michael Penix Jr.,ATL,QB,CAR,3,13.492,12.902269032258065,ACTIVE
00-0039918,Caleb Williams,CHI,QB,DAL,3,19.51364705882353,25.482777273244785,ACTIVE
00-0039919,Rome Odunze,CHI,WR,DAL,3,20.681176470588234,26.776286100569262,ACTIVE
00-0039921,Trey Benson,ARI,RB,SF,3,7.543333333333335,7.068833333333334,ACTIVE
00-0039923,J.J. McCarthy,MIN,QB,CIN,3,12.520000000000001,0.0,OUT
00-0040009,Savion Williams,GB,WR,CLE,3,1.75,1.5378830645161288,ACTIVE
00-0040075,LaJohntay Wester,BAL,WR,DET,3,0.0,0.0,ACTIVE
00-0040078,Brashard Smith,KC,RB,NYG,3,0.10000000000000002,0.11500000000000002,ACTIVE
00-0040122,Ashton Jeanty,LV,RB,WAS,3,9.700000000000001,8.808225806451613,ACTIVE
00-0040124,Tetairoa McMillan,CAR,WR,ATL,3,13.9,15.068048387096773,ACTIVE
00-0040126,Colston Loveland,CHI,TE,DAL,3,1.6000000000000003,1.74963870967742,ACTIVE
00-0040128,Tyler Warren,IND,TE,TEN,3,13.4,14.811322580645161,QUESTIONABLE
00-0040129,Emeka Egbuka,TB,WR,NYJ,3,18.250000000000004,20.172137096774197,QUESTIONABLE
00-0040130,Jayden Higgins,HOU,WR,JAX,3,4.5,5.357177419354838,ACTIVE
00-0040131,Kyle Williams,NE,WR,PIT,3,2.1999999999999997,2.5253870967741934,ACTIVE
00-0040138,Jaylin Noel,HOU,WR,JAX,3,0.85,1.0119112903225804,ACTIVE
00-0040142,Kaleb Johnson,PIT,RB,NE,3,-0.05000000000000001,-0.050241935483870966,ACTIVE
00-0040154,Tai Felton,MIN,WR,CIN,3,0.0,0.0,ACTIVE
00-0040162,Dylan Sampson,CLE,RB,GB,3,14.100000000000001,11.277725806451613,ACTIVE
00-0040164,Jaylin Lane,WAS,WR,LV,3,1.6500000000000001,2.0169919354838712,ACTIVE
00-0040170,Elic Ayomanor,TEN,WR,IND,3,9.45,10.344701612903226,ACTIVE
00-0040179,DJ Giddens,IND,RB,TEN,3,2.05,2.178951612903225,ACTIVE
00-0040184,KeAndre Lambert-Smith,LAC,WR,DEN,3,0.0,0.0,ACTIVE
00-0040194,Jackson Hawes,BUF,TE,MIA,3,2.6999999999999997,2.538010887096774,ACTIVE
00-0040198,Ollie Gordon II,MIA,RB,BUF,3,1.8,1.6598467741935483,ACTIVE
00-0040202,Devin Neal,NO,RB,SEA,3,0.9,0.847691129032258,ACTIVE
00-0040208,Tahj Brooks,CIN,RB,MIN,3,0.0,0.0,ACTIVE
00-0040236,Kyle Monangai,CHI,RB,DAL,3,3.35,3.602600806451613,ACTIVE
00-0040237,Tez Johnson,TB,WR,NYJ,3,0.0,0.0,ACTIVE
00-0040238,LeQuint Allen Jr.,JAX,RB,HOU,3,1.7000000000000002,1.8233870967741936,ACTIVE
00-0040242,Jacory Croskey-Merritt,WAS,RB,LV,3,7.949999999999999,9.600907258064515,ACTIVE
00-0040466,Raheim Sanders,CLE,RB,GB,3,6.3,5.0389838709677415,ACTIVE
00-0040476,Ulysses Bentley IV,IND,RB,TEN,3,0.0,0.0,ACTIVE
00-0040506,Myles Price,MIN,WR,CIN,3,0.0,0.0,ACTIVE
00-0040581,Dont'e Thornton Jr.,LV,WR,WAS,3,4.75,4.694072580645161,ACTIVE
00-0040582,Arian Smith,NYJ,WR,TB,3,0.4000000000000001,0.3910322580645162,ACTIVE
00-0040583,Woody Marks,HOU,RB,JAX,3,3.1999999999999993,2.936774193548386,ACTIVE
00-0040584,Gunnar Helm,TEN,TE,IND,3,2.75,2.9225403225806454,ACTIVE
00-0040644,Trevor Etienne,CAR,RB,ATL,3,0.7999999999999999,0.7187096774193547,ACTIVE
00-0040648,Tory Horton,SEA,WR,NO,3,5.599999999999999,4.281312903225805,QUESTIONABLE
00-0040663,Harold Fannin Jr.,CLE,TE,GB,3,11.700000000000001,14.952411290322578,ACTIVE
00-0040666,Omarion Hampton,LAC,RB,DEN,3,5.8,5.715806451612902,ACTIVE
00-0040667,Matthew Golden,GB,WR,CLE,3,2.5500000000000003,2.2409153225806446,ACTIVE
00-0040669,Isaac TeSlaa,DET,WR,BAL,3,6.1000000000000005,7.147773387096776,ACTIVE
00-0040673,Jalen Milroe,SEA,QB,NO,3,0.10000000000000002,0.08739233870967741,ACTIVE
00-0040676,Cam Ward,TEN,QB,IND,3,8.14,8.21746129032258,ACTIVE
00-0040705,Chimere Dike,TEN,WR,IND,3,1.8499999999999996,2.0251532258064513,ACTIVE
00-0040715,Cam Skattebo,NYG,RB,KC,3,8.4,7.79032258064516,ACTIVE
00-0040718,Travis Hunter,JAX,WR,HOU,3,7.25,8.476653225806452,ACTIVE
00-0040719,Bhayshul Tuten,JAX,RB,HOU,3,8.25,8.848790322580644,QUESTIONABLE
00-0040727,Tre Harris,LAC,WR,DEN,3,3.7500000000000004,3.6260080645161294,ACTIVE
00-0040729,Jack Bech,LV,WR,WAS,3,3.2999999999999994,3.2611451612903215,ACTIVE
00-0040730,RJ Harvey,DEN,RB,LAC,3,5.650000000000001,4.85717741935484,ACTIVE
00-0040734,TreVeyon Henderson,NE,RB,PIT,3,8.549999999999999,9.584274193548385,ACTIVE
00-0040735,Luther Burden III,CHI,WR,DAL,3,1.0999999999999999,1.4241895161290323,ACTIVE
00-0040736,Mason Taylor,NYJ,TE,TB,3,2.25,2.3193145161290323,ACTIVE
00-0040739,Elijah Arroyo,SEA,TE,NO,3,3.4,2.9979088709677413,ACTIVE
00-0040782,Isaiah Bond,CLE,WR,GB,3,2.0,2.199838709677419,ACTIVE
00-0023459,Aaron Rodgers,PIT,QB,NE,3,14.809882352941173,17.000311726755218,ACTIVE
00-0026158,Joe Flacco,CLE,QB,GB,3,12.990685714285714,12.173529677419353,ACTIVE
00-0026498,Matthew Stafford,LA,QB,PHI,3,15.168347222222224,15.474160674283155,ACTIVE
00-0028118,Tyrod Taylor,NYJ,QB,TB,3,8.3834,12.252271491935483,ACTIVE
00-0029263,Russell Wilson,NYG,QB,KC,3,19.316366666666667,22.790197123655915,ACTIVE
00-0030035,Adam Thielen,MIN,WR,CIN,3,6.125196078431372,6.900724936748893,ACTIVE
00-0030061,Zach Ertz,WAS,TE,LV,3,13.15557142857143,12.860632004608297,ACTIVE
00-0030279,Keenan Allen,LAC,WR,DEN,3,17.354646853146857,16.780823852357326,ACTIVE
00-0030506,Travis Kelce,KC,TE,NYG,3,12.409868421052632,14.641643145161293,ACTIVE
00-0030564,DeAndre Hopkins,BAL,WR,DET,3,12.237092363261095,15.433243253333169,ACTIVE
00-0030565,Geno Smith,LV,QB,WAS,3,12.29770065359477,12.938371187644949,ACTIVE
00-0031236,Brandin Cooks,NO,WR,SEA,3,6.328764705882353,5.877049124999998,ACTIVE
00-0031381,Davante Adams,LA,WR,PHI,3,16.263130252100844,16.76413958728653,ACTIVE
00-0031408,Mike Evans,TB,WR,NYJ,3,12.654030701754387,13.986785870826258,ACTIVE
00-0031588,Stefon Diggs,NE,WR,PIT,3,11.640543859649123,13.362217846632712,ACTIVE
00-0031763,DeAndre Carter,CLE,WR,GB,3,0.6340673705379588,0.6974229731263886,ACTIVE
00-0032211,Tyler Lockett,TEN,WR,IND,3,4.266029411764706,4.66992606736243,ACTIVE
00-0032385,Sterling Shepard,TB,WR,NYJ,3,6.648448717948719,7.348680494210091,ACTIVE
00-0032392,Austin Hooper,NE,TE,PIT,3,4.703088235294117,5.398690156546489,ACTIVE
00-0032464,Kalif Raymond,DET,WR,BAL,3,4.019558823529412,4.709982883064517,ACTIVE
00-0032764,Derrick Henry,BAL,RB,DET,3,17.3266056501548,17.400662916240137,ACTIVE
00-0033040,Tyreek Hill,MIA,WR,BUF,3,13.957075163398692,15.629954434495568,ACTIVE
00-0033077,Dak Prescott,DAL,QB,CHI,3,15.648095238095237,20.784582500000003,ACTIVE
00-0033090,Hunter Henry,NE,TE,PIT,3,7.111610576923078,8.163440721929282,ACTIVE
00-0033106,Jared Goff,DET,QB,BAL,3,20.849455555555554,26.994160017473117,ACTIVE
00-0033110,Tyler Higbee,LA,TE,PHI,3,5.887625,6.006327116935483,ACTIVE
00-0033119,Jacoby Brissett,ARI,QB,SF,3,3.196357142857144,3.124696877880185,ACTIVE
00-0033217,Mo Alie-Cox,IND,TE,TEN,3,2.633928571428571,2.911340725806451,ACTIVE
00-0033280,Christian McCaffrey,SF,RB,ARI,3,20.897097368421054,20.18929245755518,ACTIVE
00-0033293,Aaron Jones,MIN,RB,CIN,3,10.784766214177978,0.0,INJURY_RESERVE
00-0033307,Kendrick Bourne,SF,WR,ARI,3,6.6284375,7.679365574596775,ACTIVE
00-0033375,Tim Patrick,JAX,WR,HOU,3,1.1700000000000002,1.3679564516129035,ACTIVE
00-0033526,Samaje Perine,CIN,RB,MIN,3,2.842792569659443,2.9390807050833914,ACTIVE
00-0033553,James Conner,ARI,RB,SF,3,14.07019230769231,13.18513182382134,ACTIVE
00-0033555,Mack Hollins,NE,WR,PIT,3,4.97207843137255,5.707464870335232,ACTIVE
00-0033576,Eric Saubert,SEA,TE,NO,3,0.6795238095238095,0.599161899001536,ACTIVE
00-0033591,Noah Brown,WAS,WR,LV,3,4.9777272727272734,6.084870161290323,QUESTIONABLE
00-0033662,Cooper Rush,BAL,QB,DET,3,2.0332380952380955,2.4052058870967747,ACTIVE
00-0033699,Austin Ekeler,WAS,RB,LV,3,8.803357142857143,0.0,INJURY_RESERVE
00-0033854,Dare Ogunbowale,HOU,RB,JAX,3,1.7498585858585858,1.6059186054089276,ACTIVE
00-0033857,JuJu Smith-Schuster,KC,WR,NYG,3,5.9109364319890645,7.477334586466167,ACTIVE
00-0033858,Jonnu Smith,PIT,TE,NE,3,9.779019607843138,11.017169671094246,ACTIVE
00-0033869,Mitchell Trubisky,BUF,QB,MIA,3,2.456473015873016,2.500045696505376,ACTIVE
00-0033873,Patrick Mahomes,KC,QB,NYG,3,22.284205263157897,27.003424861629885,ACTIVE
00-0033881,Evan Engram,DEN,TE,LAC,3,6.200148778809769,7.249173951224518,QUESTIONABLE
00-0033885,David Njoku,CLE,TE,GB,3,9.191327349121469,11.746368104961926,ACTIVE
00-0033906,Alvin Kamara,NO,RB,SEA,3,15.91158241758242,14.986785849166962,ACTIVE
00-0033908,Cooper Kupp,SEA,WR,NO,3,11.439453601953604,8.74569291283873,ACTIVE
00-0033923,Kareem Hunt,KC,RB,NYG,3,6.459191176470588,7.428069852941175,ACTIVE
00-0034159,Will Dissly,LAC,TE,DEN,3,3.482647435897436,3.8123755076509513,ACTIVE
00-0034272,Marquez Valdes-Scantling,SF,WR,ARI,3,2.1005,2.4335308870967745,ACTIVE
00-0034348,Courtland Sutton,DEN,WR,LAC,3,11.096700980392157,11.084172447027198,ACTIVE
00-0034365,Ian Thomas,LV,TE,WAS,3,0.5357051282051282,0.6605589846980975,ACTIVE
00-0034383,Dalton Schultz,HOU,TE,JAX,3,6.747159442724459,6.739541682063319,ACTIVE
00-0034386,Justin Watson,HOU,WR,JAX,3,3.407105263157895,4.0561038624787775,ACTIVE
00-0034407,Ray-Ray McCloud,ATL,WR,CAR,3,4.627828431372548,4.425547543485135,ACTIVE
00-0034487,Trent Sherfield,DEN,WR,LAC,3,1.677247899159664,1.6753542321767418,ACTIVE
00-0034753,Mark Andrews,BAL,TE,DET,3,4.949348086124402,5.467552813561121,ACTIVE
00-0034771,Mason Rudolph,PIT,QB,NE,3,3.8974,4.473838032258065,ACTIVE
00-0034791,Nick Chubb,HOU,RB,JAX,3,10.50514705882353,9.6410139943074,ACTIVE
00-0034796,Lamar Jackson,BAL,QB,DET,3,26.360786549707605,31.183322379385974,ACTIVE
00-0034827,DJ Moore,CHI,WR,DAL,3,11.613529411764707,15.036242575901332,ACTIVE
00-0034829,Mike Gesicki,CIN,TE,MIN,3,4.843916666666666,4.7868834543010745,ACTIVE
00-0034837,Calvin Ridley,TEN,WR,IND,3,9.085882352941177,9.946110246679318,ACTIVE
00-0034844,Saquon Barkley,PHI,RB,LA,3,18.6497380952381,15.852277380952382,ACTIVE
00-0034855,Baker Mayfield,TB,QB,NYJ,3,20.330864035087718,23.55428973613469,ACTIVE
00-0034857,Josh Allen,BUF,QB,MIA,3,24.767125730994156,25.206442610391907,ACTIVE
00-0034869,Sam Darnold,SEA,QB,NO,3,12.209355555555556,10.670041361379926,ACTIVE
00-0034960,Jakobi Meyers,LV,WR,WAS,3,14.802553571428572,14.628265440668201,ACTIVE
00-0034975,Justice Hill,BAL,RB,DET,3,4.332455065359477,4.350972816848514,ACTIVE
00-0035100,Jake Browning,CIN,QB,MIN,3,13.98066666666667,17.456102553763444,ACTIVE
00-0035208,Olamide Zaccheaus,CHI,WR,DAL,3,5.999013157894737,7.7670287696307305,ACTIVE
00-0035228,Kyler Murray,ARI,QB,SF,3,16.769302139037435,16.393345203984822,ACTIVE
00-0035229,T.J. Hockenson,MIN,TE,CIN,3,6.182979797979797,6.900006003584229,ACTIVE
00-0035243,Miles Sanders,DAL,RB,CHI,3,7.726090909090909,9.250747719941348,ACTIVE
00-0035250,Devin Singletary,NYG,RB,KC,3,3.5422163742690063,3.2851200245236747,ACTIVE
00-0035261,Tony Pollard,TEN,RB,IND,3,10.81402777777778,10.761701836917563,ACTIVE
00-0035500,Greg Dortch,ARI,WR,SF,3,2.767665441176471,2.941314127727704,ACTIVE
00-0035535,Darius Slayton,NYG,WR,KC,3,5.365401960784315,6.330308926312462,QUESTIONABLE
00-0035537,Ty Johnson,BUF,RB,MIA,3,2.67469696969697,3.4330814112903227,ACTIVE
00-0035567,Craig Reynolds,DET,RB,BAL,3,1.1346825396825397,1.300950134408602,ACTIVE
00-0035631,Drew Sample,CIN,TE,MIN,3,1.5840584415584413,1.5654074308755757,ACTIVE
00-0035640,DK Metcalf,PIT,WR,NE,3,12.259472222222223,15.247224242831544,ACTIVE
00-0035644,Noah Fant,CIN,TE,MIN,3,8.301436507936508,8.203693787762417,ACTIVE
00-0035659,Terry McLaurin,WAS,WR,LV,3,9.826323529411766,12.011888069259962,ACTIVE
00-0035662,Marquise Brown,KC,WR,NYG,3,11.869320512820513,15.01469044871795,ACTIVE
00-0035676,A.J. Brown,PHI,WR,LA,3,8.649911764705882,8.73222544117647,ACTIVE
00-0035685,David Montgomery,DET,RB,BAL,3,12.0063193627451,13.76563245001186,ACTIVE
00-0035689,Dawson Knox,BUF,TE,MIA,3,4.343921568627451,4.083303790322581,ACTIVE
00-0035700,Josh Jacobs,GB,RB,CLE,3,15.14644293614882,14.484396801359088,QUESTIONABLE
00-0035710,Daniel Jones,IND,QB,TEN,3,21.674444444444443,20.957789426523295,ACTIVE
00-0035719,Deebo Samuel Sr.,WAS,WR,LV,3,17.25379861111111,21.091377366711466,ACTIVE
00-0035726,Jakob Johnson,HOU,RB,JAX,3,0.0,0.0,ACTIVE
00-0036040,Juwan Johnson,NO,TE,SEA,3,12.995057692307693,16.326665608173073,ACTIVE
00-0036139,Rico Dowdle,CAR,RB,ATL,3,5.1997058823529425,4.671348671726755,ACTIVE
00-0036158,J.K. Dobbins,DEN,RB,LAC,3,14.359642857142857,12.344660714285714,ACTIVE
00-0036182,Nick Westbrook-Ikhine,MIA,WR,BUF,3,4.622970467032967,5.177074487728753,ACTIVE
00-0036212,Tua Tagovailoa,MIA,QB,BUF,3,13.578578477078477,15.568278242631022,ACTIVE
00-0036223,Jonathan Taylor,IND,RB,TEN,3,19.49994155844156,20.726550785504816,ACTIVE
00-0036232,Harrison Bryant,HOU,TE,JAX,3,1.1430238095238097,1.1417332987711215,ACTIVE
00-0036252,Michael Pittman,IND,WR,TEN,3,13.3815625,16.215432106854838,ACTIVE
00-0036259,Jauan Jennings,SF,WR,ARI,3,11.191986111111111,12.966457457437278,QUESTIONABLE
00-0036264,Jordan Love,GB,QB,CLE,3,16.871157894736843,14.271094770797962,ACTIVE
00-0036275,D'Andre Swift,CHI,RB,DAL,3,12.634390756302523,13.587064575426947,QUESTIONABLE
00-0036290,Cole Kmet,CHI,TE,DAL,3,5.951727941176472,6.508358497094405,ACTIVE
00-0036309,Darnell Mooney,ATL,WR,CAR,3,6.039935064935065,5.7759314516129034,QUESTIONABLE
00-0036322,Justin Jefferson,MIN,WR,CIN,3,15.115611111111113,17.029442517921147,ACTIVE
00-0036328,Antonio Gibson,NE,RB,PIT,3,3.898220588235294,4.369779530360531,ACTIVE
00-0036331,Devin Duvernay,CHI,WR,DAL,3,0.7372655677655678,0.9545508111042186,ACTIVE
00-0036332,Josiah Deguara,ARI,TE,SF,3,0.4062698412698413,0.4360848054275474,ACTIVE
00-0036355,Justin Herbert,LAC,QB,DEN,3,21.677897435897435,20.4995988172043,ACTIVE
00-0036358,CeeDee Lamb,DAL,WR,CHI,3,19.12857894736842,25.19372683828523,ACTIVE
00-0036389,Jalen Hurts,PHI,QB,LA,3,19.468251461988306,18.202815116959066,ACTIVE
00-0036407,Jerry Jeudy,CLE,WR,GB,3,11.06897549019608,12.174980379901958,ACTIVE
00-0036410,Tee Higgins,CIN,WR,MIN,3,12.384068627450981,11.710934574636308,ACTIVE
00-0036415,Van Jefferson,TEN,WR,IND,3,3.58075,3.919766169354839,ACTIVE
00-0036422,Adam Trautman,DEN,TE,LAC,3,4.944107142857144,5.780618173963134,ACTIVE
00-0036427,Tyler Johnson,NYJ,WR,TB,3,3.7759090909090904,3.6912556451612906,ACTIVE
00-0036442,Joe Burrow,CIN,QB,MIN,3,12.214443653250774,0.0,INJURY_RESERVE
00-0036550,Rashod Bateman,BAL,WR,DET,3,5.295980392156864,6.679213593453512,ACTIVE
00-0036554,Nico Collins,HOU,WR,JAX,3,12.150773109243698,14.465299406343181,ACTIVE
00-0036555,Chuba Hubbard,CAR,RB,ATL,3,16.47178851540616,14.798042263034242,ACTIVE
00-0036590,Quintin Morris,JAX,TE,HOU,3,0.7553333333333333,0.7223179569892473,ACTIVE
00-0036613,Jaylen Waddle,MIA,WR,BUF,3,12.10811111111111,13.559375638440859,QUESTIONABLE
00-0036620,Dee Eskridge,MIA,WR,BUF,3,1.5876666666666666,1.7779626008064513,ACTIVE
00-0036626,Dyami Brown,JAX,WR,HOU,3,10.161833333333336,11.881149973118282,ACTIVE
00-0036630,Tylan Wallace,BAL,WR,DET,3,4.107642857142857,5.18049954435484,ACTIVE
00-0036637,Noah Gray,KC,TE,NYG,3,2.71775,3.206506653225807,ACTIVE
00-0036754,Brock Wright,DET,TE,BAL,3,8.824415584415586,11.622395806451618,ACTIVE
00-0036849,Tutu Atwell,LA,WR,PHI,3,2.7842499999999997,2.8700228629032254,ACTIVE
00-0036862,Ben Skowronek,PIT,WR,NE,3,3.6933571428571423,4.593464020737327,ACTIVE
00-0036875,Rhamondre Stevenson,NE,RB,PIT,3,12.070431372549022,13.5305641998735,ACTIVE
00-0036876,Kylen Granson,PHI,TE,LA,3,1.9618589743589743,2.1267184139784945,ACTIVE
00-0036887,Luke Farrell,SF,TE,ARI,3,4.239166666666667,5.136912768817204,ACTIVE
00-0036893,Najee Harris,LAC,RB,DEN,3,7.037333333333334,6.935178494623655,ACTIVE
00-0036894,Pat Freiermuth,PIT,TE,NE,3,6.993166666666666,7.8785918010752685,ACTIVE
00-0036900,Ja'Marr Chase,CIN,WR,MIN,3,20.71717647058824,19.59109768500949,ACTIVE
00-0036912,DeVonta Smith,PHI,WR,LA,3,9.561926470588235,9.652918996679315,ACTIVE
00-0036919,Kenneth Gainwell,PIT,RB,NE,3,5.460509103641456,5.486930921884881,ACTIVE
00-0036945,Justin Fields,NYJ,QB,TB,3,16.565465967365967,0.0,OUT
00-0036963,Amon-Ra St. Brown,DET,WR,BAL,3,22.127182748538015,25.92788327564375,ACTIVE
00-0036970,Kyle Pitts,ATL,TE,CAR,3,9.424176470588236,11.720939478178371,ACTIVE
00-0036971,Trevor Lawrence,JAX,QB,HOU,3,15.343822368421053,16.469860945458404,ACTIVE
00-0036972,Mac Jones,SF,QB,ARI,3,19.016664935064934,20.614678230414746,ACTIVE
00-0036973,Travis Etienne,JAX,RB,HOU,3,16.14702425180599,17.31898568943707,ACTIVE
00-0036980,Elijah Moore,BUF,WR,MIA,3,6.704642857142857,5.839122127016128,ACTIVE
00-0036988,Josh Palmer,BUF,WR,MIA,3,8.731843137254902,7.6046255645161285,ACTIVE
00-0036997,Javonte Williams,DAL,RB,CHI,3,18.26888888888889,21.87404784946236,ACTIVE
00-0037005,Tommy Tremble,CAR,TE,ATL,3,3.727,3.4847449999999998,ACTIVE
00-0037086,Grant Calcaterra,PHI,TE,LA,3,2.1775,2.360480241935484,ACTIVE
00-0037093,Dareke Young,SEA,WR,NO,3,0.04642857142857143,0.035495578917050685,ACTIVE
00-0037197,Isiah Pacheco,KC,RB,NYG,3,6.1498333333333335,7.072308333333333,ACTIVE
00-0037228,Jaylen Warren,PIT,RB,NE,3,13.239895833333334,13.303959845430105,ACTIVE
00-0037238,Drake London,ATL,WR,CAR,3,11.205316176470589,10.715535421015181,ACTIVE
00-0037239,Chris Olave,NO,WR,SEA,3,11.707125000000001,10.871528953124997,ACTIVE
00-0037240,Jameson Williams,DET,WR,BAL,3,11.9185,13.965694608870969,ACTIVE
00-0037247,George Pickens,DAL,WR,CHI,3,11.852934640522877,15.611175215211894,ACTIVE
00-0037248,James Cook,BUF,RB,MIA,3,20.611198830409357,26.455304795557442,ACTIVE
00-0037256,Rachaad White,TB,RB,NYJ,3,10.174539473684211,11.011477398132426,ACTIVE
00-0037261,Khalil Shakir,BUF,WR,MIA,3,8.128611111111113,7.0792664146505375,ACTIVE
00-0037263,Tyler Allgeier,ATL,RB,CAR,3,8.170404411764707,8.289007056451613,ACTIVE
00-0037267,Jerome Ford,CLE,RB,GB,3,6.9997344322344315,5.598658556362992,ACTIVE
00-0037291,Jalen Nailor,MIN,WR,CIN,3,5.011041666666666,5.645504200268817,ACTIVE
00-0037292,Andrew Ogletree,IND,TE,TEN,3,0.7562121212121211,0.8358583333333331,ACTIVE
00-0037304,Connor Heyward,PIT,TE,NE,3,1.1806666666666668,1.330154301075269,ACTIVE
00-0037306,John FitzPatrick,GB,TE,CLE,3,0.6133333333333334,0.47844946236559144,ACTIVE
00-0037340,Zaire Mitchell-Paden,BAL,TE,DET,3,0.0,0.0,ACTIVE
00-0037525,Jordan Mason,MIN,RB,CIN,3,6.994732142857143,9.885700064804148,ACTIVE
00-0037545,Rashid Shaheed,NO,WR,SEA,3,11.910250000000001,11.060155906249998,ACTIVE
00-0037614,John Metchie III,PHI,WR,LA,3,1.6816666666666666,1.697669623655914,ACTIVE
00-0037664,Alec Pierce,IND,WR,TEN,3,7.928363970588236,9.607386856617646,ACTIVE
00-0037666,Jalen Tolbert,DAL,WR,CHI,3,3.7419019607843143,4.928356472011386,ACTIVE
00-0037740,Garrett Wilson,NYJ,WR,TB,3,14.416029411764706,14.092831333017077,ACTIVE
00-0037741,Jahan Dotson,PHI,WR,LA,3,5.319950980392158,5.370576320366857,ACTIVE
00-0037744,Trey McBride,ARI,TE,SF,3,12.768799019607844,13.705864108950033,ACTIVE
00-0037746,Brian Robinson,SF,RB,ARI,3,6.553191176470588,6.3312282495256165,ACTIVE
00-0037801,KaVontae Turpin,DAL,WR,CHI,3,7.950092879256968,10.470849344851697,QUESTIONABLE
00-0037805,Jeremy Ruckert,NYJ,TE,TB,3,4.370642857142857,4.50528685483871,ACTIVE
00-0037809,Chig Okonkwo,TEN,TE,IND,3,6.389558823529413,6.790452111005694,ACTIVE
00-0037816,Romeo Doubs,GB,WR,CLE,3,10.098528050896473,11.093110904296255,ACTIVE
00-0037837,Calvin Austin III,PIT,WR,NE,3,8.739738562091503,10.86969742778832,ACTIVE
00-0037840,Kyren Williams,LA,RB,PHI,3,13.401201923076924,12.687912143300247,ACTIVE
00-0038040,Zamir White,LV,RB,WAS,3,2.7806643356643357,2.5250226144822916,ACTIVE
00-0038041,Jake Ferguson,DAL,TE,CHI,3,10.677896825396829,12.392646498655917,ACTIVE
00-0038090,Skyy Moore,SF,WR,ARI,3,0.5783400809716599,0.6700349680031343,ACTIVE
00-0038104,Tyquan Thornton,KC,WR,NYG,3,7.513472222222223,9.504542361111113,ACTIVE
00-0038115,Daniel Bellinger,NYG,TE,KC,3,1.905842490842491,1.842826731064634,ACTIVE
00-0038117,Wan'Dale Robinson,NYG,WR,KC,3,16.369911764705883,19.313855574003796,QUESTIONABLE
00-0038120,Breece Hall,NYJ,RB,TB,3,12.75295168067227,13.431737818514504,ACTIVE
00-0038129,Cade Otton,TB,TE,NYJ,3,4.801690918472652,5.716335591813975,ACTIVE
00-0038134,Kenneth Walker III,SEA,RB,NO,3,13.164191287878788,14.355656762264784,ACTIVE
00-0038359,Xavier Smith,LA,WR,PHI,3,1.9175,1.976571370967742,ACTIVE
00-0038393,Dontayvion Wicks,GB,WR,CLE,3,6.726039215686273,5.910778172043009,ACTIVE
00-0038416,Tyson Bagent,CHI,QB,DAL,3,2.3781999999999996,3.1056798725806454,ACTIVE
00-0038465,Malik Heath,GB,WR,CLE,3,4.625833333333334,4.065137567204301,ACTIVE
00-0038519,Nikko Remigio,KC,WR,NYG,3,1.4100000000000001,1.7836500000000004,ACTIVE
00-0038542,Bijan Robinson,ATL,RB,CAR,3,20.950588235294116,21.254709677419353,ACTIVE
00-0038543,Jaxon Smith-Njigba,SEA,WR,NO,3,16.329117647058823,12.483939657258063,ACTIVE
00-0038544,Quentin Johnston,LAC,WR,DEN,3,17.016691176470587,16.454042516603415,ACTIVE
00-0038547,Luke Schoonmaker,DAL,TE,CHI,3,1.1685897435897437,1.356252062655087,ACTIVE
00-0038551,Kendre Miller,NO,RB,SEA,3,3.1285714285714286,2.9467358294930874,ACTIVE
00-0038558,Darnell Washington,PIT,TE,NE,3,0.8155555555555555,0.9188154121863799,ACTIVE
00-0038559,Michael Wilson,ARI,WR,SF,3,5.781634615384615,6.144385561414391,ACTIVE
00-0038563,Tre Tucker,LV,WR,WAS,3,8.478484162895928,8.378656849365056,ACTIVE
00-0038573,Derius Davis,LAC,WR,DEN,3,0.7814705882352941,0.7556316413662238,ACTIVE
00-0038576,Charlie Jones,CIN,WR,MIN,3,0.17649350649350648,0.16690023041474653,ACTIVE
00-0038597,Chase Brown,CIN,RB,MIN,3,11.193333333333335,11.572462365591399,ACTIVE
00-0038606,Parker Washington,JAX,WR,HOU,3,6.667857142857143,7.796015552995391,ACTIVE
00-0038608,Kayshon Boutte,NE,WR,PIT,3,10.443666666666667,11.988318655913979,ACTIVE
